iteration,specimen,k,n_touched,coverage_fraction
549,Solenopsis_invicta_CASENT0744384_processed,3,1380,0.13491053879261017
549,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4527,0.44256526231765747
549,Acromyrmex_coronatus_CASENT0744365_processed,5,6312,0.6170691251754761
549,Solenopsis_invicta_CASENT0744384_processed,5,2059,0.20129044353961945
550,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2853,0.27891290187835693
550,Acromyrmex_coronatus_CASENT0744365_processed,2,3958,0.38693907856941223
550,Solenopsis_invicta_CASENT0744384_processed,2,1041,0.10176947712898254
550,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3467,0.33893829584121704
550,Acromyrmex_coronatus_CASENT0744365_processed,3,4890,0.4780525863170624
550,Solenopsis_invicta_CASENT0744384_processed,3,1379,0.13481278717517853
550,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4566,0.4463779330253601
550,Acromyrmex_coronatus_CASENT0744365_processed,5,6317,0.617557942867279
550,Solenopsis_invicta_CASENT0744384_processed,5,2062,0.20158372819423676
551,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2891,0.28262782096862793
551,Acromyrmex_coronatus_CASENT0744365_processed,2,3966,0.3877211809158325
551,Solenopsis_invicta_CASENT0744384_processed,2,1038,0.10147619247436523
551,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3509,0.3430442810058594
551,Acromyrmex_coronatus_CASENT0744365_processed,3,4922,0.48118093609809875
551,Solenopsis_invicta_CASENT0744384_processed,3,1378,0.1347150206565857
551,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4594,0.44911524653434753
551,Acromyrmex_coronatus_CASENT0744365_processed,5,6402,0.6258676052093506
551,Solenopsis_invicta_CASENT0744384_processed,5,2057,0.20109492540359497
552,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2865,0.2800860106945038
552,Acromyrmex_coronatus_CASENT0744365_processed,2,3826,0.3740346133708954
552,Solenopsis_invicta_CASENT0744384_processed,2,1029,0.1005963385105133
552,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3482,0.3404047191143036
552,Acromyrmex_coronatus_CASENT0744365_processed,3,4790,0.4682764708995819
552,Solenopsis_invicta_CASENT0744384_processed,3,1385,0.13539935648441315
552,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4553,0.44510704278945923
552,Acromyrmex_coronatus_CASENT0744365_processed,5,6269,0.6128653883934021
552,Solenopsis_invicta_CASENT0744384_processed,5,2125,0.20774269104003906
553,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2790,0.27275392413139343
553,Acromyrmex_coronatus_CASENT0744365_processed,2,3853,0.3766741454601288
553,Solenopsis_invicta_CASENT0744384_processed,2,967,0.09453514218330383
553,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3403,0.3326815962791443
553,Acromyrmex_coronatus_CASENT0744365_processed,3,4785,0.46778765320777893
553,Solenopsis_invicta_CASENT0744384_processed,3,1304,0.12748068571090698
553,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4456,0.43562421202659607
553,Acromyrmex_coronatus_CASENT0744365_processed,5,6274,0.6133542060852051
553,Solenopsis_invicta_CASENT0744384_processed,5,2001,0.19562029838562012
554,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2729,0.2667904794216156
554,Acromyrmex_coronatus_CASENT0744365_processed,2,3959,0.38703685998916626
554,Solenopsis_invicta_CASENT0744384_processed,2,967,0.09453514218330383
554,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3389,0.3313129246234894
554,Acromyrmex_coronatus_CASENT0744365_processed,3,4871,0.4761951267719269
554,Solenopsis_invicta_CASENT0744384_processed,3,1308,0.12787173688411713
554,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4473,0.4372861385345459
554,Acromyrmex_coronatus_CASENT0744365_processed,5,6297,0.6156026721000671
554,Solenopsis_invicta_CASENT0744384_processed,5,2005,0.19601133465766907
555,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2746,0.2684524357318878
555,Acromyrmex_coronatus_CASENT0744365_processed,2,3986,0.38967639207839966
555,Solenopsis_invicta_CASENT0744384_processed,2,1004,0.09815230965614319
555,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3413,0.33365920186042786
555,Acromyrmex_coronatus_CASENT0744365_processed,3,4878,0.47687944769859314
555,Solenopsis_invicta_CASENT0744384_processed,3,1375,0.13442173600196838
555,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4510,0.44090330600738525
555,Acromyrmex_coronatus_CASENT0744365_processed,5,6306,0.6164825558662415
555,Solenopsis_invicta_CASENT0744384_processed,5,2135,0.20872029662132263
556,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2759,0.2697233259677887
556,Acromyrmex_coronatus_CASENT0744365_processed,2,4007,0.3917293846607208
556,Solenopsis_invicta_CASENT0744384_processed,2,984,0.09619708359241486
556,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3426,0.33493009209632874
556,Acromyrmex_coronatus_CASENT0744365_processed,3,4922,0.48118093609809875
556,Solenopsis_invicta_CASENT0744384_processed,3,1334,0.13041353225708008
556,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4506,0.4405122697353363
556,Acromyrmex_coronatus_CASENT0744365_processed,5,6384,0.6241078972816467
556,Solenopsis_invicta_CASENT0744384_processed,5,2034,0.19884641468524933
557,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2761,0.26991885900497437
557,Acromyrmex_coronatus_CASENT0744365_processed,2,3971,0.3882099986076355
557,Solenopsis_invicta_CASENT0744384_processed,2,976,0.09541499614715576
557,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3397,0.33209502696990967
557,Acromyrmex_coronatus_CASENT0744365_processed,3,4925,0.48147422075271606
557,Solenopsis_invicta_CASENT0744384_processed,3,1320,0.12904487550258636
557,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4413,0.4314204752445221
557,Acromyrmex_coronatus_CASENT0744365_processed,5,6387,0.6244012117385864
557,Solenopsis_invicta_CASENT0744384_processed,5,1992,0.1947404444217682
558,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2709,0.26483526825904846
558,Acromyrmex_coronatus_CASENT0744365_processed,2,3985,0.389578640460968
558,Solenopsis_invicta_CASENT0744384_processed,2,987,0.09649036824703217
558,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3331,0.32564276456832886
558,Acromyrmex_coronatus_CASENT0744365_processed,3,4956,0.4845048189163208
558,Solenopsis_invicta_CASENT0744384_processed,3,1328,0.12982696294784546
558,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4345,0.424772709608078
558,Acromyrmex_coronatus_CASENT0744365_processed,5,6406,0.6262586712837219
558,Solenopsis_invicta_CASENT0744384_processed,5,1991,0.19464267790317535
559,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2759,0.2697233259677887
559,Acromyrmex_coronatus_CASENT0744365_processed,2,3977,0.38879653811454773
559,Solenopsis_invicta_CASENT0744384_processed,2,1002,0.09795679152011871
559,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3390,0.331410676240921
559,Acromyrmex_coronatus_CASENT0744365_processed,3,4931,0.4820607900619507
559,Solenopsis_invicta_CASENT0744384_processed,3,1336,0.13060905039310455
559,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4397,0.4298562705516815
559,Acromyrmex_coronatus_CASENT0744365_processed,5,6356,0.6213706135749817
559,Solenopsis_invicta_CASENT0744384_processed,5,1999,0.19542476534843445
560,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2818,0.27549123764038086
560,Acromyrmex_coronatus_CASENT0744365_processed,2,3962,0.38733014464378357
560,Solenopsis_invicta_CASENT0744384_processed,2,984,0.09619708359241486
560,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3447,0.3369830846786499
560,Acromyrmex_coronatus_CASENT0744365_processed,3,4914,0.48039886355400085
560,Solenopsis_invicta_CASENT0744384_processed,3,1312,0.12826277315616608
560,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4524,0.44227197766304016
560,Acromyrmex_coronatus_CASENT0744365_processed,5,6378,0.6235213279724121
560,Solenopsis_invicta_CASENT0744384_processed,5,1964,0.19200313091278076
561,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2784,0.2721673548221588
561,Acromyrmex_coronatus_CASENT0744365_processed,2,3931,0.38429954648017883
561,Solenopsis_invicta_CASENT0744384_processed,2,1008,0.09854335337877274
561,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3427,0.3350278437137604
561,Acromyrmex_coronatus_CASENT0744365_processed,3,4895,0.47854140400886536
561,Solenopsis_invicta_CASENT0744384_processed,3,1346,0.13158665597438812
561,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4524,0.44227197766304016
561,Acromyrmex_coronatus_CASENT0744365_processed,5,6387,0.6244012117385864
561,Solenopsis_invicta_CASENT0744384_processed,5,2019,0.19737999141216278
562,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2785,0.27226513624191284
562,Acromyrmex_coronatus_CASENT0744365_processed,2,3931,0.38429954648017883
562,Solenopsis_invicta_CASENT0744384_processed,2,975,0.09531723707914352
562,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3416,0.33395248651504517
562,Acromyrmex_coronatus_CASENT0744365_processed,3,4884,0.47746601700782776
562,Solenopsis_invicta_CASENT0744384_processed,3,1300,0.12708964943885803
562,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4514,0.4412943422794342
562,Acromyrmex_coronatus_CASENT0744365_processed,5,6362,0.6219571828842163
562,Solenopsis_invicta_CASENT0744384_processed,5,1959,0.19151431322097778
563,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2764,0.2702121436595917
563,Acromyrmex_coronatus_CASENT0744365_processed,2,3908,0.382051020860672
563,Solenopsis_invicta_CASENT0744384_processed,2,977,0.095512755215168
563,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3387,0.3311173915863037
563,Acromyrmex_coronatus_CASENT0744365_processed,3,4864,0.4755108058452606
563,Solenopsis_invicta_CASENT0744384_processed,3,1309,0.12796950340270996
563,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4491,0.43904584646224976
563,Acromyrmex_coronatus_CASENT0744365_processed,5,6327,0.6185355186462402
563,Solenopsis_invicta_CASENT0744384_processed,5,1968,0.1923941671848297
564,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2766,0.27040764689445496
564,Acromyrmex_coronatus_CASENT0744365_processed,2,3898,0.3810734152793884
564,Solenopsis_invicta_CASENT0744384_processed,2,989,0.09668589383363724
564,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3421,0.33444127440452576
564,Acromyrmex_coronatus_CASENT0744365_processed,3,4853,0.474435418844223
564,Solenopsis_invicta_CASENT0744384_processed,3,1331,0.13012024760246277
564,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4564,0.4461824297904968
564,Acromyrmex_coronatus_CASENT0744365_processed,5,6309,0.6167758107185364
564,Solenopsis_invicta_CASENT0744384_processed,5,1994,0.19493596255779266
565,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2768,0.2706031799316406
565,Acromyrmex_coronatus_CASENT0744365_processed,2,3946,0.385765939950943
565,Solenopsis_invicta_CASENT0744384_processed,2,977,0.095512755215168
565,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3417,0.3340502381324768
565,Acromyrmex_coronatus_CASENT0744365_processed,3,4925,0.48147422075271606
565,Solenopsis_invicta_CASENT0744384_processed,3,1321,0.129142627120018
565,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4534,0.44324958324432373
565,Acromyrmex_coronatus_CASENT0744365_processed,5,6363,0.622054934501648
565,Solenopsis_invicta_CASENT0744384_processed,5,1991,0.19464267790317535
566,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2757,0.2695278227329254
566,Acromyrmex_coronatus_CASENT0744365_processed,2,4001,0.3911428153514862
566,Solenopsis_invicta_CASENT0744384_processed,2,970,0.09482842683792114
566,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3413,0.33365920186042786
566,Acromyrmex_coronatus_CASENT0744365_processed,3,4964,0.4852869212627411
566,Solenopsis_invicta_CASENT0744384_processed,3,1320,0.12904487550258636
566,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4517,0.4415876269340515
566,Acromyrmex_coronatus_CASENT0744365_processed,5,6410,0.6266497373580933
566,Solenopsis_invicta_CASENT0744384_processed,5,2021,0.19757552444934845
567,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2767,0.270505428314209
567,Acromyrmex_coronatus_CASENT0744365_processed,2,4064,0.3973017930984497
567,Solenopsis_invicta_CASENT0744384_processed,2,973,0.09512171149253845
567,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3410,0.33336591720581055
567,Acromyrmex_coronatus_CASENT0744365_processed,3,5003,0.4890996217727661
567,Solenopsis_invicta_CASENT0744384_processed,3,1315,0.1285560578107834
567,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4519,0.4417831599712372
567,Acromyrmex_coronatus_CASENT0744365_processed,5,6445,0.6300713419914246
567,Solenopsis_invicta_CASENT0744384_processed,5,2017,0.1971844732761383
568,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2782,0.27197185158729553
568,Acromyrmex_coronatus_CASENT0744365_processed,2,4095,0.40033239126205444
568,Solenopsis_invicta_CASENT0744384_processed,2,978,0.09561051428318024
568,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3413,0.33365920186042786
568,Acromyrmex_coronatus_CASENT0744365_processed,3,4996,0.48841527104377747
568,Solenopsis_invicta_CASENT0744384_processed,3,1317,0.12875159084796906
568,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4526,0.44246748089790344
568,Acromyrmex_coronatus_CASENT0744365_processed,5,6399,0.6255743503570557
568,Solenopsis_invicta_CASENT0744384_processed,5,2011,0.1965979039669037
569,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2801,0.27382931113243103
569,Acromyrmex_coronatus_CASENT0744365_processed,2,4000,0.39104506373405457
569,Solenopsis_invicta_CASENT0744384_processed,2,994,0.09717469662427902
569,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3416,0.33395248651504517
569,Acromyrmex_coronatus_CASENT0744365_processed,3,4921,0.4810831844806671
569,Solenopsis_invicta_CASENT0744384_processed,3,1333,0.13031576573848724
569,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4491,0.43904584646224976
569,Acromyrmex_coronatus_CASENT0744365_processed,5,6343,0.6200997233390808
569,Solenopsis_invicta_CASENT0744384_processed,5,2021,0.19757552444934845
570,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2826,0.27627333998680115
570,Acromyrmex_coronatus_CASENT0744365_processed,2,3985,0.389578640460968
570,Solenopsis_invicta_CASENT0744384_processed,2,998,0.09756574034690857
570,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3453,0.3375696539878845
570,Acromyrmex_coronatus_CASENT0744365_processed,3,4938,0.48274514079093933
570,Solenopsis_invicta_CASENT0744384_processed,3,1342,0.13119561970233917
570,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4588,0.4485286772251129
570,Acromyrmex_coronatus_CASENT0744365_processed,5,6332,0.6190243363380432
570,Solenopsis_invicta_CASENT0744384_processed,5,2047,0.2001173049211502
571,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2847,0.2783263325691223
571,Acromyrmex_coronatus_CASENT0744365_processed,2,3973,0.3884055018424988
571,Solenopsis_invicta_CASENT0744384_processed,2,1025,0.10020529478788376
571,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3467,0.33893829584121704
571,Acromyrmex_coronatus_CASENT0744365_processed,3,4918,0.4807898998260498
571,Solenopsis_invicta_CASENT0744384_processed,3,1368,0.13373741507530212
571,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4570,0.44676896929740906
571,Acromyrmex_coronatus_CASENT0744365_processed,5,6305,0.6163848042488098
571,Solenopsis_invicta_CASENT0744384_processed,5,2074,0.202756866812706
572,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2842,0.27783751487731934
572,Acromyrmex_coronatus_CASENT0744365_processed,2,4006,0.3916316330432892
572,Solenopsis_invicta_CASENT0744384_processed,2,1041,0.10176947712898254
572,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3451,0.33737412095069885
572,Acromyrmex_coronatus_CASENT0744365_processed,3,4942,0.4831361770629883
572,Solenopsis_invicta_CASENT0744384_processed,3,1380,0.13491053879261017
572,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4565,0.44628018140792847
572,Acromyrmex_coronatus_CASENT0744365_processed,5,6316,0.6174601316452026
572,Solenopsis_invicta_CASENT0744384_processed,5,2083,0.20363672077655792
573,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2791,0.27285170555114746
573,Acromyrmex_coronatus_CASENT0744365_processed,2,4016,0.39260923862457275
573,Solenopsis_invicta_CASENT0744384_processed,2,1055,0.10313813388347626
573,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3423,0.3346368074417114
573,Acromyrmex_coronatus_CASENT0744365_processed,3,4974,0.48626452684402466
573,Solenopsis_invicta_CASENT0744384_processed,3,1403,0.1371590495109558
573,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4523,0.44217419624328613
573,Acromyrmex_coronatus_CASENT0744365_processed,5,6390,0.6246944665908813
573,Solenopsis_invicta_CASENT0744384_processed,5,2131,0.20832926034927368
574,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2707,0.2646397352218628
574,Acromyrmex_coronatus_CASENT0744365_processed,2,3959,0.38703685998916626
574,Solenopsis_invicta_CASENT0744384_processed,2,1037,0.101378433406353
574,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3331,0.32564276456832886
574,Acromyrmex_coronatus_CASENT0744365_processed,3,4921,0.4810831844806671
574,Solenopsis_invicta_CASENT0744384_processed,3,1376,0.13451950252056122
574,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4387,0.42887866497039795
574,Acromyrmex_coronatus_CASENT0744365_processed,5,6377,0.6234235763549805
574,Solenopsis_invicta_CASENT0744384_processed,5,2062,0.20158372819423676
575,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2683,0.2622934877872467
575,Acromyrmex_coronatus_CASENT0744365_processed,2,4007,0.3917293846607208
575,Solenopsis_invicta_CASENT0744384_processed,2,1071,0.10470231622457504
575,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3358,0.32828232645988464
575,Acromyrmex_coronatus_CASENT0744365_processed,3,4955,0.48440706729888916
575,Solenopsis_invicta_CASENT0744384_processed,3,1434,0.14018964767456055
575,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4464,0.43640628457069397
575,Acromyrmex_coronatus_CASENT0744365_processed,5,6361,0.6218594312667847
575,Solenopsis_invicta_CASENT0744384_processed,5,2148,0.2099912017583847
576,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2677,0.2617069184780121
576,Acromyrmex_coronatus_CASENT0744365_processed,2,4052,0.39612865447998047
576,Solenopsis_invicta_CASENT0744384_processed,2,1041,0.10176947712898254
576,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3364,0.32886889576911926
576,Acromyrmex_coronatus_CASENT0744365_processed,3,4962,0.4850913882255554
576,Solenopsis_invicta_CASENT0744384_processed,3,1409,0.13774561882019043
576,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4484,0.4383615255355835
576,Acromyrmex_coronatus_CASENT0744365_processed,5,6364,0.6221526861190796
576,Solenopsis_invicta_CASENT0744384_processed,5,2127,0.20793820917606354
577,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2698,0.26375988125801086
577,Acromyrmex_coronatus_CASENT0744365_processed,2,4151,0.4058070182800293
577,Solenopsis_invicta_CASENT0744384_processed,2,1000,0.09776126593351364
577,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3376,0.3300420343875885
577,Acromyrmex_coronatus_CASENT0744365_processed,3,5071,0.4957473874092102
577,Solenopsis_invicta_CASENT0744384_processed,3,1359,0.1328575611114502
577,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4507,0.44061002135276794
577,Acromyrmex_coronatus_CASENT0744365_processed,5,6450,0.6305601596832275
577,Solenopsis_invicta_CASENT0744384_processed,5,2083,0.20363672077655792
578,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2719,0.26581287384033203
578,Acromyrmex_coronatus_CASENT0744365_processed,2,4134,0.4041450619697571
578,Solenopsis_invicta_CASENT0744384_processed,2,1010,0.09873887896537781
578,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3358,0.32828232645988464
578,Acromyrmex_coronatus_CASENT0744365_processed,3,5051,0.4937921464443207
578,Solenopsis_invicta_CASENT0744384_processed,3,1382,0.13510607182979584
578,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4446,0.4346465766429901
578,Acromyrmex_coronatus_CASENT0744365_processed,5,6451,0.6306579113006592
578,Solenopsis_invicta_CASENT0744384_processed,5,2123,0.2075471729040146
579,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2793,0.27304720878601074
579,Acromyrmex_coronatus_CASENT0744365_processed,2,4039,0.3948577642440796
579,Solenopsis_invicta_CASENT0744384_processed,2,970,0.09482842683792114
579,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3402,0.33258381485939026
579,Acromyrmex_coronatus_CASENT0744365_processed,3,4989,0.4877309501171112
579,Solenopsis_invicta_CASENT0744384_processed,3,1319,0.12894710898399353
579,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4487,0.4386548101902008
579,Acromyrmex_coronatus_CASENT0744365_processed,5,6406,0.6262586712837219
579,Solenopsis_invicta_CASENT0744384_processed,5,1999,0.19542476534843445
580,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2803,0.2740248143672943
580,Acromyrmex_coronatus_CASENT0744365_processed,2,4077,0.3985726833343506
580,Solenopsis_invicta_CASENT0744384_processed,2,966,0.0944373831152916
580,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3390,0.331410676240921
580,Acromyrmex_coronatus_CASENT0744365_processed,3,5041,0.4928145408630371
580,Solenopsis_invicta_CASENT0744384_processed,3,1316,0.12865382432937622
580,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4457,0.4357219636440277
580,Acromyrmex_coronatus_CASENT0744365_processed,5,6432,0.6288004517555237
580,Solenopsis_invicta_CASENT0744384_processed,5,1997,0.19522924721240997
581,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2792,0.2729494571685791
581,Acromyrmex_coronatus_CASENT0744365_processed,2,3976,0.3886987864971161
581,Solenopsis_invicta_CASENT0744384_processed,2,987,0.09649036824703217
581,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3395,0.331899493932724
581,Acromyrmex_coronatus_CASENT0744365_processed,3,4962,0.4850913882255554
581,Solenopsis_invicta_CASENT0744384_processed,3,1349,0.13187994062900543
581,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4448,0.4348421096801758
581,Acromyrmex_coronatus_CASENT0744365_processed,5,6398,0.625476598739624
581,Solenopsis_invicta_CASENT0744384_processed,5,2031,0.19855313003063202
582,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2728,0.26669272780418396
582,Acromyrmex_coronatus_CASENT0744365_processed,2,3962,0.38733014464378357
582,Solenopsis_invicta_CASENT0744384_processed,2,990,0.09678365290164948
582,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3354,0.3278912901878357
582,Acromyrmex_coronatus_CASENT0744365_processed,3,4956,0.4845048189163208
582,Solenopsis_invicta_CASENT0744384_processed,3,1342,0.13119561970233917
582,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4398,0.42995405197143555
582,Acromyrmex_coronatus_CASENT0744365_processed,5,6394,0.6250855326652527
582,Solenopsis_invicta_CASENT0744384_processed,5,2000,0.19552253186702728
583,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2644,0.2584807872772217
583,Acromyrmex_coronatus_CASENT0744365_processed,2,3970,0.38811221718788147
583,Solenopsis_invicta_CASENT0744384_processed,2,992,0.09697917848825455
583,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3333,0.3258382976055145
583,Acromyrmex_coronatus_CASENT0744365_processed,3,4964,0.4852869212627411
583,Solenopsis_invicta_CASENT0744384_processed,3,1338,0.13080456852912903
583,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4415,0.4316159784793854
583,Acromyrmex_coronatus_CASENT0744365_processed,5,6409,0.6265519261360168
583,Solenopsis_invicta_CASENT0744384_processed,5,1989,0.19444715976715088
584,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2591,0.25329944491386414
584,Acromyrmex_coronatus_CASENT0744365_processed,2,4017,0.3927069902420044
584,Solenopsis_invicta_CASENT0744384_processed,2,992,0.09697917848825455
584,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3266,0.3192882835865021
584,Acromyrmex_coronatus_CASENT0744365_processed,3,4999,0.4887085556983948
584,Solenopsis_invicta_CASENT0744384_processed,3,1348,0.1317821890115738
584,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4378,0.427998811006546
584,Acromyrmex_coronatus_CASENT0744365_processed,5,6416,0.6272363066673279
584,Solenopsis_invicta_CASENT0744384_processed,5,2001,0.19562029838562012
585,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2629,0.25701436400413513
585,Acromyrmex_coronatus_CASENT0744365_processed,2,4157,0.4063935875892639
585,Solenopsis_invicta_CASENT0744384_processed,2,1003,0.09805455058813095
585,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3290,0.32163456082344055
585,Acromyrmex_coronatus_CASENT0744365_processed,3,5098,0.4983869194984436
585,Solenopsis_invicta_CASENT0744384_processed,3,1355,0.13246650993824005
585,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4405,0.4306383728981018
585,Acromyrmex_coronatus_CASENT0744365_processed,5,6479,0.633395254611969
585,Solenopsis_invicta_CASENT0744384_processed,5,2007,0.19620685279369354
586,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2682,0.2621957063674927
586,Acromyrmex_coronatus_CASENT0744365_processed,2,4159,0.4065890908241272
586,Solenopsis_invicta_CASENT0744384_processed,2,1026,0.10030306130647659
586,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3291,0.3217323124408722
586,Acromyrmex_coronatus_CASENT0744365_processed,3,5104,0.4989734888076782
586,Solenopsis_invicta_CASENT0744384_processed,3,1385,0.13539935648441315
586,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4342,0.4244794249534607
586,Acromyrmex_coronatus_CASENT0744365_processed,5,6483,0.6337862610816956
586,Solenopsis_invicta_CASENT0744384_processed,5,2045,0.19992178678512573
587,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2738,0.26767033338546753
587,Acromyrmex_coronatus_CASENT0744365_processed,2,4015,0.3925114870071411
587,Solenopsis_invicta_CASENT0744384_processed,2,988,0.0965881273150444
587,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3317,0.32427412271499634
587,Acromyrmex_coronatus_CASENT0744365_processed,3,4976,0.4864600598812103
587,Solenopsis_invicta_CASENT0744384_processed,3,1336,0.13060905039310455
587,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4337,0.4239906072616577
