label,source,genus,species,subfamily,ecology,asym_median,log_size,attach_b_a_1,seg_b_a_1,seg_b_a_2,seg_b_a_3,seg_b_a_4,head_wid,head_len,head_hei,mesosoma_wid,mesosoma_len,mesosoma_hei,gaster_wid,gaster_len,gaster_hei,attach_l_1_co,seg_l_1_co,seg_l_1_tr,seg_l_1_fe,attach_l_2_co,seg_l_2_co,seg_l_2_tr,seg_l_2_fe,attach_l_3_co,seg_l_3_co,seg_l_3_tr,seg_l_3_fe,attach_ma,attach_an_1,seg_an_1,seg_an_2,mandible_wid,mandible_len,mandible_hei,leaflen_ma,shapedev_gaster,shapedev_head,shapedev_mesosoma,shapedev_mandible
Octostruma_iheringi_CASENT0744222_processed.obj,worker,octostruma,octostruma_iheringi,,,0.03905,-1.17436,0.535617,0.129268,0.191733,0.420766,0.184346,0.451380,0.467121,0.315882,0.319740,0.472016,0.316018,0.382722,0.825972,0.322200,0.226243,0.179509,0.439671,0.471802,0.411993,0.130816,0.319417,0.339175,0.510070,0.184568,0.454577,0.425412,0.307294,0.396472,0.301313,0.328182,0.097970,0.137819,0.307064,0.306309,0.403330,0.145687,0.271755,0.318024
Ocymyrmex_sp._CASENT0744842_processed.obj,worker,ocymyrmex,,,,0.11759,-1.17597,0.380248,0.153383,0.256053,0.364540,0.240389,0.302216,0.374196,0.221921,0.241340,0.392314,0.240082,0.294743,0.732190,0.324742,0.124816,0.149652,0.610694,0.362068,0.264686,0.125492,0.611599,0.388955,0.324447,0.179462,0.585297,0.553528,0.281198,0.344588,0.526127,0.568486,0.218768,0.100755,0.458568,0.457969,0.215742,0.162596,0.203724,0.372788
Ocymyrmex_sp._CASENT0744844_processed.obj,worker,ocymyrmex,,,,0.08924,-1.37220,0.516222,0.111697,0.137229,0.138026,0.237923,0.389743,0.346006,0.242053,0.220280,0.452664,0.232681,0.329420,0.573231,0.155855,0.190106,0.184985,0.500008,0.298893,0.300724,0.129915,0.496200,0.379185,0.368068,0.076888,0.453437,0.509895,0.297817,0.293610,0.190767,0.539440,0.075183,0.117113,0.215929,0.218457,0.462281,0.103901,0.124187,0.301266
Odontomachus_assiniensis_CASENT0744969_processed.obj,worker,odontomachus,odontomachus_assiniensis,Ponerinae,trap-jaw,0.14249,-1.35887,0.563936,0.116530,0.175965,0.319643,0.243612,0.362413,0.538185,0.309459,0.198660,0.475734,0.183228,0.264728,0.728541,0.374688,0.247922,0.117852,0.446086,0.330902,0.353732,0.132060,0.587904,0.202349,0.455157,0.075559,0.353158,0.324671,0.406563,0.483725,0.343962,0.264691,0.041678,0.133803,0.096685,0.138737,0.178033,0.261727,0.089034,0.668833
Odontomachus_bauri_CASENT0878072_processed.obj,worker,odontomachus,odontomachus_bauri,Ponerinae,trap-jaw,0.05338,-1.51036,0.484835,0.052138,0.136931,0.223686,0.200345,0.291417,0.407144,0.215555,0.156909,0.428878,0.154143,0.203261,0.493794,0.277094,0.208510,0.136947,0.341163,0.273074,0.368783,0.087165,0.222826,0.250188,0.415275,0.098802,0.419712,0.291354,0.335746,0.331717,0.142562,0.330796,0.049278,0.083911,0.287419,0.291990,0.193264,0.194210,0.089089,0.358125
Odontomachus_brunneus_CASENT0744576_processed.obj,worker,odontomachus,odontomachus_brunneus,Ponerinae,trap-jaw,0.03174,-1.57088,0.487257,0.084744,0.136046,0.221972,0.187316,0.272375,0.387886,0.205226,0.143080,0.423499,0.161301,0.197938,0.475755,0.268142,0.181106,0.103252,0.299257,0.210457,0.280216,0.059683,0.340767,0.211622,0.404685,0.058531,0.403154,0.314166,0.302008,0.337849,0.222671,0.297994,0.050187,0.062474,0.236495,0.238348,0.204350,0.199955,0.109018,0.387548
Odontomachus_haematodus_CASENT0744047_processed.obj,worker,odontomachus,odontomachus_haematodus,Ponerinae,trap-jaw,0.05066,-1.28118,0.611265,0.120727,0.193388,0.300933,0.200854,0.396615,0.549396,0.304296,0.205116,0.497947,0.192637,0.327206,0.703741,0.336281,0.222191,0.031556,0.477159,0.413990,0.325721,0.225035,0.634178,0.481214,0.530334,0.125333,0.509411,0.694054,0.417603,0.433154,0.204684,0.384012,0.043558,0.147147,0.130745,0.159810,0.192448,0.206453,0.081110,0.609440
Odontomachus_hastatus_CASENT0745036_processed.obj,worker,odontomachus,odontomachus_hastatus,Ponerinae,trap-jaw,0.03780,-1.64414,0.453814,0.046163,0.151411,0.210214,0.136516,0.164309,0.285156,0.148679,0.101656,0.392951,0.127254,0.128950,0.498564,0.167135,0.204525,0.128035,0.261539,0.204495,0.316433,0.142549,0.284101,0.368569,0.413504,0.213593,0.353250,0.330554,0.250570,0.261088,0.185931,0.260360,0.030917,0.055402,0.201520,0.204417,0.306075,0.337213,0.208220,0.447306
Odontomachus_hastatus_CASENT0745037_processed.obj,worker,odontomachus,odontomachus_hastatus,Ponerinae,trap-jaw,0.03500,-1.51116,0.586178,0.091882,0.179561,0.191600,0.350198,0.177293,0.315798,0.171330,0.140254,0.467703,0.207226,0.377374,0.560632,0.178702,0.256677,0.047590,0.288919,0.272296,0.446070,0.131630,0.368172,0.259603,0.559906,0.139511,0.349975,0.375175,0.286027,0.307826,0.126519,0.252172,0.031095,0.045275,0.262892,0.263929,0.672917,0.374348,0.193440,0.441653
Odontomachus_meinerti_CASENT0744112_processed.obj,worker,odontomachus,odontomachus_meinerti,Ponerinae,trap-jaw,0.09438,-1.18116,0.657126,0.088125,0.148785,0.300403,0.176636,0.400825,0.541120,0.294390,0.219112,0.518352,0.212885,0.417421,0.644187,0.382392,0.273335,0.235931,0.538307,0.373001,0.406779,0.147721,0.697157,0.304806,0.543219,0.212758,0.570702,0.378889,0.429387,0.455500,0.232780,0.483761,0.065428,0.102271,0.284518,0.288027,0.343484,0.197635,0.111089,0.404034
Odontomachus_sp._CASENT0744608_processed.obj,worker,odontomachus,,Ponerinae,trap-jaw,0.05795,-1.46200,0.487094,0.076186,0.132611,0.252530,0.246008,0.293090,0.386306,0.216086,0.150076,0.434337,0.156302,0.195402,0.638259,0.311658,0.196418,0.171467,0.355596,0.270165,0.380175,0.075536,0.339119,0.287454,0.464841,0.114821,0.389989,0.418508,0.295739,0.342918,0.176304,0.325079,0.042184,0.069381,0.253499,0.256290,0.273269,0.183773,0.100062,0.376436
Odontomachus_troglodytes_CASENT0744970_processed.obj,worker,odontomachus,odontomachus_troglodytes,Ponerinae,trap-jaw,0.04241,-1.36100,0.470539,0.075467,0.173615,0.216362,0.222822,0.313759,0.444999,0.240064,0.175514,0.438750,0.164836,0.260420,0.560002,0.316250,0.200929,0.149518,0.301139,0.176679,0.326625,0.140247,0.314428,0.358547,0.418431,0.098857,0.473382,0.486855,0.371903,0.383643,0.417946,0.476877,0.058720,0.123624,0.288132,0.293318,0.234538,0.200438,0.068408,0.321173
Ooceraea_biroi_CASENT0741391_processed.obj,worker,ooceraea,ooceraea_biroi,,,0.07484,-1.34067,0.418633,0.108592,0.273150,0.398713,0.235153,0.330564,0.355255,0.301504,0.139975,0.390178,0.152530,0.451004,0.955465,0.312298,0.153258,0.237025,0.475925,0.318309,0.319615,0.092625,0.396697,0.324266,0.387685,0.228234,0.612131,0.532356,0.264611,0.287592,0.318015,0.457066,0.041653,0.083183,0.119186,0.125304,0.301495,0.184896,0.150074,0.387859
Ooceraea_biroi_CASENT0741392_processed.obj,worker,ooceraea,ooceraea_biroi,,,0.04819,-1.26402,0.480277,0.121694,0.204721,0.392121,0.336277,0.263266,0.239801,0.238133,0.227386,0.414449,0.236739,0.410887,0.909381,0.319602,0.191467,0.169890,0.315583,0.347721,0.321633,0.185844,0.580599,0.347088,0.412008,0.157779,0.286881,0.345590,0.202263,0.226700,0.161171,0.414195,0.117751,0.251467,0.367572,0.371131,0.276273,0.172446,0.184891,0.373972
Ophthalmopone_berthoudi_CASENT0744976_processed.obj,worker,ophthalmopone,ophthalmopone_berthoudi,Ponerinae,,0.06526,-1.31187,0.392068,0.091661,0.169426,0.365327,0.325018,0.248495,0.301138,0.218422,0.211608,0.400778,0.211187,0.315758,0.859901,0.405075,0.143825,0.319455,0.317333,0.347784,0.285814,0.082092,0.328716,0.487178,0.430561,0.189594,0.421888,0.298322,0.242623,0.281908,0.311318,0.390508,0.100271,0.115951,0.309991,0.311578,0.196278,0.152907,0.139557,0.306133
Ophthalmopone_berthoudi_CASENT0744977_processed.obj,worker,ophthalmopone,ophthalmopone_berthoudi,Ponerinae,,0.04964,-1.33158,0.470488,0.059165,0.215947,0.224072,0.217371,0.253783,0.342653,0.301334,0.222070,0.434736,0.231091,0.309914,0.718046,0.364107,0.191559,0.130943,0.366598,0.391551,0.298458,0.098781,0.462260,0.407262,0.342270,0.137322,0.407243,0.444362,0.318123,0.346920,0.273682,0.369063,0.106677,0.137468,0.237163,0.238192,0.358726,0.314802,0.177582,0.347418
Orectognathus_versicolor_CASENT0741227_processed.obj,worker,orectognathus,orectognathus_versicolor,,,0.09087,-1.71326,0.475687,0.064175,0.044484,0.092476,0.204458,0.311749,0.423084,0.181743,0.179627,0.417653,0.162847,0.275989,0.360495,0.109907,0.205889,0.099405,0.365101,0.111683,0.320610,0.071426,0.310086,0.198602,0.421317,0.080928,0.339896,0.196623,0.292698,0.299373,0.117299,0.244670,0.039933,0.060763,0.192813,0.194081,0.455020,0.199011,0.089051,0.441485
Oxyepoecus_myops_CASENT0744239_processed.obj,worker,oxyepoecus,oxyepoecus_myops,,,0.05483,-1.22882,0.449500,0.129995,0.203459,0.348758,0.274642,0.294985,0.300641,0.201965,0.284849,0.485870,0.247743,0.419702,0.665050,0.391707,0.169435,0.178512,0.399384,0.394030,0.351649,0.079192,0.333365,0.559893,0.386469,0.145504,0.471955,0.371237,0.222110,0.248759,0.404877,0.492826,0.124070,0.149878,0.432377,0.433744,0.234575,0.097916,0.137625,0.316509
Oxyopomyrmex_saulcyi_CASENT0745217_processed.obj,worker,oxyopomyrmex,oxyopomyrmex_saulcyi,,,0.08200,-1.20455,0.575606,0.184667,0.179807,0.257333,0.166137,0.296869,0.312970,0.233563,0.253931,0.493938,0.243860,0.393290,0.783997,0.255354,0.141240,0.183185,0.371503,0.364161,0.312238,0.379063,0.437939,0.513303,0.489891,0.195272,0.479256,0.494690,0.232119,0.243735,0.405883,0.432145,0.108605,0.110166,0.391483,0.390120,0.386455,0.113388,0.167274,0.337658
Oxyopomyrmex_saulcyi_CASENT0745218_processed.obj,worker,oxyopomyrmex,oxyopomyrmex_saulcyi,,,0.04556,-1.17606,0.413747,0.139241,0.266189,0.352640,0.344878,0.306083,0.324362,0.244766,0.258430,0.443566,0.236128,0.444826,0.863053,0.392151,0.123768,0.239442,0.331708,0.359788,0.309382,0.136038,0.457003,0.374885,0.366337,0.201274,0.477851,0.548337,0.284799,0.306631,0.318406,0.525586,0.224643,0.088998,0.400111,0.405028,0.110404,0.108138,0.143765,0.448725
Pachycondyla_harpax_CASENT0744148_processed.obj,worker,pachycondyla,pachycondyla_harpax,Ponerinae,,0.04191,-1.09669,0.423640,0.103977,0.154583,0.256973,0.496499,0.392624,0.453928,0.316906,0.177087,0.378638,0.172646,0.462264,1.018286,0.416150,0.194699,0.204764,0.571174,0.535974,0.304904,0.143314,0.602448,0.685164,0.395125,0.175200,0.745525,0.297460,0.348873,0.357475,0.431162,0.530610,0.206519,0.175536,0.406968,0.404426,0.465483,0.173489,0.206971,0.355663
Pachycondyla_harpax_CASENT0744553_processed.obj,worker,pachycondyla,pachycondyla_harpax,Ponerinae,,0.05818,-1.12157,0.451751,0.128366,0.137503,0.272004,0.501423,0.406845,0.446539,0.281642,0.321110,0.439460,0.297750,0.371499,1.102567,0.217190,0.205942,0.156049,0.437560,0.527184,0.341744,0.066662,0.590814,0.441260,0.419110,0.149198,0.396823,0.740104,0.344762,0.395014,0.444399,0.668695,0.153528,0.181839,0.379243,0.381234,0.453430,0.134824,0.273306,0.315140
Paltothyreus_tarsatus_CASENT0745658_processed.obj,worker,paltothyreus,paltothyreus_tarsatus,,,0.04466,-1.30036,0.521622,0.094700,0.126432,0.228315,0.119908,0.425733,0.364189,0.244905,0.288362,0.532746,0.260665,0.246712,0.788030,0.162852,0.175372,0.246729,0.465518,0.376553,0.352932,0.091260,0.288074,0.400811,0.460796,0.119709,0.357413,0.426438,0.304175,0.289625,0.445573,0.460993,0.110284,0.115055,0.373659,0.375741,0.421435,0.127656,0.151041,0.283703
Paltothyreus_tarsatus_CASENT0745661_processed.obj,worker,paltothyreus,paltothyreus_tarsatus,,,0.04024,-1.24368,0.467099,0.043457,0.134151,0.319706,0.219780,0.297418,0.344077,0.523443,0.197432,0.450396,0.232779,0.344499,0.770644,0.422294,0.215175,0.130026,0.392076,0.360001,0.341292,0.188279,0.455658,0.416795,0.395831,0.077695,0.533191,0.440066,0.347908,0.311501,0.274073,0.446699,0.187770,0.250424,0.264862,0.316304,0.279508,0.385267,0.159973,0.576177
Parasyscia_sp._CASENT0744708_processed.obj,worker,parasyscia,,,,0.03685,-1.19981,0.443505,0.112387,0.229107,0.405130,0.395396,0.281084,0.312730,0.243756,0.286035,0.425854,0.274111,0.414526,0.975973,0.441432,0.211227,0.128847,0.384663,0.339972,0.298403,0.094004,0.440669,0.563758,0.374022,0.105337,0.494017,0.479399,0.248029,0.244242,0.405911,0.350187,0.145967,0.173873,0.401737,0.404551,0.171878,0.192112,0.235266,0.271695
Parasyscia_sp._CASENT0744709_processed.obj,worker,parasyscia,,,,0.04974,-1.21824,0.501519,0.121601,0.281934,0.360147,0.350069,0.255781,0.291605,0.233907,0.262343,0.434092,0.250290,0.363425,0.944411,0.430042,0.235232,0.221669,0.447733,0.344976,0.324349,0.105235,0.470392,0.521742,0.374469,0.186685,0.431812,0.345488,0.204407,0.203835,0.224741,0.369762,0.119686,0.147400,0.386489,0.388410,0.191307,0.257438,0.199712,0.309253
Parasyscia_sp._CASENT0744710_processed.obj,worker,parasyscia,,,,0.07844,-1.34551,0.397043,0.040310,0.191234,0.414517,0.285436,0.369305,0.371668,0.317975,0.213942,0.428546,0.179734,0.371754,0.936878,0.407806,0.139282,0.085446,0.367815,0.345756,0.283071,0.225599,0.689961,0.533425,0.384097,0.132203,0.398853,0.448858,0.272547,0.312607,0.336367,0.335427,0.043084,0.083810,0.179705,0.181681,0.282414,0.171826,0.136283,0.317954
Parasyscia_sp._CASENT0744711_processed.obj,worker,parasyscia,,,,0.04735,-1.12704,0.358217,0.118194,0.199497,0.203947,0.437676,0.360015,0.480732,0.339122,0.349814,0.423432,0.309958,0.391325,0.963866,0.278441,0.211347,0.157951,0.453877,0.497438,0.280564,0.103360,0.572227,0.469816,0.345774,0.174466,0.532722,0.674622,0.368846,0.406938,0.237126,0.354790,0.218643,0.125780,0.488559,0.494637,0.403060,0.188967,0.313018,0.399151
Parasyscia_sp._CASENT0878061_processed.obj,worker,parasyscia,,,,0.06695,-1.21311,0.567048,0.097269,0.269711,0.313749,0.289915,0.436715,0.542839,0.370146,0.209638,0.453583,0.167228,0.464437,0.998698,0.385719,0.219021,0.193858,0.426814,0.290004,0.367142,0.126395,0.540454,0.368592,0.411824,0.112855,0.432328,0.526534,0.400293,0.436873,0.194225,0.486781,0.074796,0.118605,0.216968,0.221269,0.189655,0.153745,0.169622,0.301746
Parasyscia_sp._CASENT0878063_processed.obj,worker,parasyscia,,,,0.04419,-1.44085,0.470946,0.084638,0.114800,0.159577,0.380405,0.329700,0.362109,0.263134,0.263640,0.492063,0.267711,0.288813,0.838906,0.115115,0.214956,0.168226,0.262933,0.294271,0.403692,0.077515,0.355865,0.244085,0.443353,0.052497,0.419784,0.350920,0.301292,0.330025,0.308830,0.305290,0.054037,0.100940,0.215764,0.217998,0.408094,0.142442,0.170285,0.335630
Parasyscia_sp._cribrinodis_group_CASENT0709293_processed.obj,worker,parasyscia,,,,0.04915,-1.32662,0.468501,0.069141,0.229597,0.203577,0.184639,0.377407,0.374908,0.300364,0.272661,0.520961,0.291312,0.298388,0.561133,0.294644,0.178617,0.247034,0.386699,0.287937,0.418973,0.104190,0.409998,0.399548,0.428081,0.132162,0.498629,0.559264,0.321111,0.269558,0.334653,0.450218,0.059998,0.078138,0.177636,0.176469,0.307057,0.190515,0.176907,0.384213
Paratrachymyrmex_cf.intermedius_CASENT0744154_processed.obj,worker,paratrachymyrmex,paratrachymyrmex_intermedius,,,0.04794,-1.20443,0.585330,0.104921,0.189010,0.324301,0.223909,0.545543,0.444152,0.347123,0.266107,0.560393,0.258922,0.330647,0.516689,0.313963,0.177947,0.280339,0.515212,0.400382,0.348903,0.191086,0.541169,0.329108,0.487100,0.133273,0.596359,0.473863,0.373132,0.367732,0.201558,0.431108,0.079609,0.116687,0.209663,0.214867,0.239255,0.169988,0.123379,0.285498
Paratrachymyrmex_cornetzi_CASENT0744113_processed.obj,worker,paratrachymyrmex,paratrachymyrmex_cornetzi,,,0.04172,-1.12280,0.484537,0.053832,0.143428,0.236172,0.091809,0.374565,0.476134,0.322395,0.296624,0.438325,0.291621,0.250060,0.441294,0.249952,0.176899,0.231885,0.534516,0.432871,0.349714,0.200503,0.853221,0.640483,0.455386,0.208820,0.538011,0.519172,0.357026,0.447978,0.512029,0.774716,0.231240,0.132917,0.533391,0.537524,0.295397,0.165088,0.236667,0.383903
Paratrechina_longicornis_CASENT0877617_processed.obj,worker,paratrechina,paratrechina_longicornis,Formicinae,,0.05764,-1.58665,0.456449,0.031075,0.057048,0.215706,0.184068,0.212690,0.246615,0.178442,0.149407,0.421227,0.156542,0.261575,0.394069,0.234279,0.200437,0.123836,0.398860,0.276430,0.340942,0.077198,0.294683,0.267023,0.426525,0.240459,0.381786,0.304489,0.204228,0.204457,0.400691,0.464855,0.042418,0.072451,0.178714,0.180505,0.203337,0.123549,0.130113,0.347460
Pheidole_afrc-063_CASENT0744859_processed.obj,worker,pheidole,pheidole_afrc-063,Myrmicinae,,0.05063,-1.48293,0.437315,0.088622,0.152650,0.235532,0.216985,0.307294,0.316491,0.236677,0.156783,0.411451,0.149829,0.262797,0.500602,0.286224,0.172403,0.080509,0.399788,0.240137,0.335203,0.057166,0.391122,0.279779,0.404532,0.115361,0.416665,0.369413,0.257921,0.248248,0.318604,0.434566,0.072847,0.096887,0.199149,0.200123,0.195115,0.124674,0.085233,0.303668
Pheidole_afrc-075_CASENT0744863_processed.obj,worker,pheidole,pheidole_afrc-075,Myrmicinae,,0.06013,-1.34258,0.401739,0.087006,0.079572,0.315260,0.115982,0.268707,0.318331,0.219558,0.218007,0.409137,0.208644,0.469766,0.568997,0.272470,0.112981,0.146152,0.541538,0.477152,0.241734,0.194891,0.503979,0.353928,0.319841,0.102858,0.352854,0.354972,0.216225,0.271592,0.279731,0.550222,0.079044,0.254315,0.463237,0.465278,0.415506,0.152134,0.172063,0.351187
Pheidole_afrc-gh02_CASENT0744850_processed.obj,worker,pheidole,pheidole_afrc-gh02,Myrmicinae,,0.11612,-1.23146,0.505858,0.090443,0.160150,0.273500,0.229253,0.486058,0.385697,0.130446,0.237133,0.472150,0.218487,0.355543,0.622826,0.274595,0.253161,0.090232,0.478899,0.438069,0.357325,0.187190,0.347224,0.301741,0.476120,0.106898,0.487587,0.410303,0.347363,0.371501,0.338118,0.476698,0.110585,0.216424,0.479863,0.479803,0.130470,0.397080,0.115539,0.296892
Pheidole_aurivillii_CASENT0744851_processed.obj,worker,pheidole,pheidole_aurivillii,Myrmicinae,,0.11110,-1.40294,0.362065,0.070428,0.144195,0.256223,0.227174,0.164146,0.314755,0.135392,0.165804,0.382616,0.168481,0.274308,0.540202,0.311723,0.125355,0.340516,0.384821,0.239368,0.233310,0.102506,0.421347,0.421271,0.291402,0.112958,0.576916,0.413237,0.267105,0.319779,0.355462,0.447882,0.117490,0.132233,0.303663,0.309752,0.134225,0.329070,0.093026,0.375028
Pheidole_aurivillii_CASENT0744852_processed.obj,worker,pheidole,pheidole_aurivillii,Myrmicinae,,0.07983,-1.31451,0.493911,0.091834,0.185745,0.213575,0.146756,0.476043,0.464039,0.326389,0.195567,0.457442,0.183853,0.291051,0.438218,0.257369,0.160192,0.176652,0.395827,0.306285,0.346896,0.105121,0.466907,0.374566,0.436853,0.141675,0.486522,0.454210,0.367717,0.380739,0.319227,0.427756,0.082351,0.143074,0.236689,0.237151,0.290345,0.059792,0.069623,0.257753
Pheidole_bicarinata_CASENT0741431_processed.obj,worker,pheidole,pheidole_bicarinata,Myrmicinae,,0.05552,-1.28126,0.309267,0.117945,0.145703,0.380869,0.201712,0.277924,0.349935,0.269570,0.163452,0.355341,0.196231,0.443824,0.672144,0.307749,0.089583,0.170505,0.412610,0.452469,0.251067,0.114884,0.415733,0.358863,0.307922,0.179151,0.477469,0.449300,0.282481,0.277100,0.314377,0.577544,0.219258,0.130278,0.424214,0.430049,0.261860,0.203684,0.203861,0.409678
Pheidole_bicarinata_CASENT0741434_processed.obj,worker,pheidole,pheidole_bicarinata,Myrmicinae,,0.07216,-1.19561,0.402965,0.093381,0.201577,0.233079,0.228646,0.341893,0.377816,0.271219,0.280981,0.394294,0.253049,0.560052,0.686339,0.452771,0.150977,0.178568,0.521786,0.440040,0.293119,0.117341,0.503330,0.448082,0.345068,0.073596,0.457949,0.351971,0.292582,0.327504,0.314696,0.571078,0.133582,0.300853,0.485157,0.485923,0.509686,0.137228,0.233465,0.383697
Pheidole_biconstricta_CASENT0744362_processed.obj,worker,pheidole,pheidole_biconstricta,Myrmicinae,,0.08646,-1.08705,0.463550,0.089125,0.221136,0.336732,0.232165,0.348316,0.365102,0.227934,0.260104,0.443897,0.262081,0.607508,0.810424,0.247643,0.207217,0.141806,0.642378,0.672794,0.365739,0.098532,0.334221,0.455997,0.418440,0.175684,0.564211,0.763026,0.395729,0.297889,0.486309,0.594765,0.233867,0.278393,0.485357,0.488952,0.538651,0.155671,0.173016,0.503588
Pheidole_capellinii_CASENT0877636_processed.obj,worker,pheidole,pheidole_capellinii,Myrmicinae,,0.06648,-1.38923,0.499292,0.108628,0.206480,0.221207,0.179020,0.329400,0.382078,0.241829,0.197882,0.452007,0.190648,0.288799,0.446155,0.358963,0.181609,0.166496,0.272583,0.260513,0.336453,0.146295,0.396898,0.481378,0.402946,0.144404,0.366877,0.508268,0.311247,0.277310,0.571569,0.114222,0.053457,0.110976,0.197153,0.199486,0.351043,0.121596,0.075390,0.336654
Pheidole_capellinii_CASENT0877637_processed.obj,worker,pheidole,pheidole_capellinii,Myrmicinae,,0.07657,-1.50699,0.430569,0.090013,0.132453,0.259132,0.183807,0.270591,0.305327,0.195228,0.159058,0.406300,0.161412,0.255248,0.457641,0.320871,0.172023,0.151047,0.353167,0.185849,0.333918,0.077009,0.576224,0.353059,0.410046,0.080114,0.453850,0.317847,0.259416,0.252007,0.303368,0.329256,0.049834,0.082080,0.177592,0.180884,0.275489,0.095767,0.078390,0.316011
Pheidole_capellinii_CASENT0877638_processed.obj,worker,pheidole,pheidole_capellinii,Myrmicinae,,0.05181,-1.18656,0.464940,0.053652,0.127989,0.197106,0.264417,0.316019,0.389317,0.275739,0.255182,0.419733,0.260288,0.457632,0.707214,0.317673,0.153001,0.188383,0.479949,0.605534,0.279108,0.078252,0.659846,0.438365,0.353892,0.273403,0.560562,0.732610,0.288804,0.348786,0.340731,0.574959,0.216535,0.132264,0.394023,0.397838,0.483970,0.172240,0.208689,0.427685
Pheidole_cavifrons_CASENT0744487_processed.obj,worker,pheidole,pheidole_cavifrons,Myrmicinae,,0.07497,-1.19147,0.390609,0.131212,0.221832,0.299333,0.277560,0.369042,0.349430,0.286370,0.234658,0.408544,0.224176,0.394737,0.751613,0.433449,0.182698,0.275986,0.552470,0.673085,0.309756,0.119353,0.490236,0.387254,0.387647,0.162409,0.475090,0.378661,0.249965,0.264698,0.310466,0.577565,0.115564,0.100616,0.358868,0.358653,0.211305,0.108489,0.152221,0.329396
Pheidole_dyctiota_CASENT0744160_processed.obj,worker,pheidole,pheidole_dyctiota,Myrmicinae,,0.08430,-1.11282,0.489009,0.099122,0.165735,0.366742,0.212094,0.399322,0.384919,0.469351,0.278804,0.441246,0.253334,0.516684,0.757291,0.205737,0.150813,0.209967,0.464555,0.422242,0.289999,0.140565,0.452583,0.366689,0.404963,0.086956,0.592818,0.358271,0.365432,0.316372,0.539742,0.671607,0.272421,0.256753,0.595479,0.596218,0.515170,0.305453,0.191703,0.362020
Pheidole_fervens_OKENT0105123_processed.obj,worker,pheidole,pheidole_fervens,Myrmicinae,,0.02068,-1.26775,0.502362,0.102299,0.156203,0.183464,0.201544,0.483863,0.472565,0.324200,0.187434,0.455561,0.193074,0.349002,0.465853,0.282797,0.174515,0.221959,0.369834,0.386962,0.383567,0.084862,0.406641,0.321506,0.470188,0.114456,0.516983,0.380541,0.354691,0.388627,0.468582,0.434215,0.108231,0.163214,0.302535,0.305419,0.262282,0.065936,0.080974,0.275175
Pheidole_gertrudae_CASENT0744265_processed.obj,worker,pheidole,pheidole_gertrudae,Myrmicinae,,0.02834,-1.31872,0.505608,0.115952,0.169568,0.224267,0.248653,0.380079,0.357906,0.258924,0.206174,0.462095,0.199903,0.383272,0.597708,0.295968,0.181679,0.166409,0.386229,0.243093,0.376669,0.092858,0.461689,0.412388,0.453818,0.131806,0.577401,0.379431,0.310495,0.340329,0.397485,0.359920,0.060938,0.110722,0.228604,0.231466,0.164098,0.067521,0.051571,0.262159
Pheidole_megacephala_CASENT0744846_processed.obj,worker,pheidole,pheidole_megacephala,Myrmicinae,,0.04525,-1.40087,0.449990,0.083488,0.110452,0.346118,0.216046,0.356303,0.143262,0.107289,0.217217,0.445516,0.220918,0.338486,0.601885,0.288922,0.157160,0.172171,0.302848,0.290907,0.356018,0.094070,0.396663,0.354647,0.422162,0.136170,0.489592,0.345742,0.188458,0.093241,0.273993,0.460320,0.158764,0.191952,0.361383,0.361904,0.215538,0.389163,0.081913,0.393405
Pheidole_megacephala_CASENT0744847_processed.obj,worker,pheidole,pheidole_megacephala,Myrmicinae,,0.04863,-1.27231,0.413864,0.073180,0.144516,0.354825,0.252939,0.516432,0.523075,0.356748,0.210813,0.427584,0.221088,0.416980,0.753813,0.371545,0.140154,0.204958,0.325442,0.344908,0.318698,0.105633,0.410864,0.342741,0.399045,0.091009,0.480317,0.356023,0.409471,0.394544,0.308417,0.275632,0.110792,0.155824,0.285870,0.288107,0.223983,0.070622,0.114604,0.273088
Pheidole_megacephala_OKENT0105126_processed.obj,worker,pheidole,pheidole_megacephala,Myrmicinae,,0.06794,-1.35272,0.452238,0.045521,0.055992,0.288725,0.169364,0.263324,0.290961,0.189662,0.195135,0.431174,0.207433,0.397200,0.397399,0.417263,0.132188,0.100386,0.461071,0.451701,0.248441,0.328471,0.434494,0.384709,0.437807,0.127893,0.475974,0.330516,0.266604,0.261408,0.415121,0.578391,0.187547,0.083721,0.357925,0.360898,0.401548,0.113665,0.132384,0.417193
Pheidole_midas_CASENT0744257_processed.obj,worker,pheidole,pheidole_midas,Myrmicinae,,0.07030,-1.25132,0.374155,0.096771,0.126985,0.289036,0.235564,0.295796,0.303139,0.228267,0.214540,0.411573,0.217507,0.372302,0.631582,0.289674,0.107019,0.156736,0.590374,0.475490,0.283828,0.099979,0.497520,0.432345,0.295137,0.207032,0.514387,0.384774,0.325149,0.259479,0.263088,0.410924,0.236397,0.211172,0.500599,0.502034,0.103628,0.190504,0.144998,0.382172
Pheidole_nodus_CASENT0877544_processed.obj,worker,pheidole,pheidole_nodus,Myrmicinae,,0.05430,-1.14654,0.495017,0.161399,0.292356,0.233345,0.280000,0.532860,0.273669,0.134714,0.223768,0.465453,0.238829,0.427479,0.708640,0.518306,0.154764,0.143219,0.437614,0.415121,0.370238,0.190874,0.601725,0.562997,0.382095,0.213271,0.266971,0.565315,0.331714,0.322121,0.431265,0.552243,0.201505,0.094581,0.417819,0.417886,0.322656,0.411549,0.140647,0.372756
