name,radial_med,radial_p90,yaw_deg,in_bench50,keep_top50,keep_top25
Typhlomyrmex_rogenhoferi_CASENT0745146_processed.obj,0.1982723350877065,0.3917694865476978,0.61943236809449,False,True,False
Manica_yessensis_OKENT0105371_processed.obj,0.1983952996276051,0.3877047391823008,6.182212503502479,False,True,False
Bothriomyrmex_corsicus_CASENT0745215_processed.obj,0.1987682164356564,0.3828959484105973,6.884081288713059,False,True,False
Pheidole_pieli_OKENT0105142_processed.obj,0.1987767134641634,0.4180870360338849,3.981469537673039,False,True,False
Dorylus_afrc-gh01_CASENT0744687_processed.obj,0.198834704082703,0.3283283890693987,1.3172562832657824,False,True,False
Holcoponera_striatula_CASENT0744117_processed.obj,0.1988539608159505,0.3546392646771515,0.0814381261966699,False,True,False
Megaponera_analis_CASENT0745092_processed.obj,0.1990828775814768,0.334648580640861,0.468124057670193,False,True,False
Rasopone_ferruginea_CASENT0744068_processed.obj,0.1992583277918612,0.3362738833251676,0.1883595699195911,False,True,False
Camponotus_hyatti_CASENT0741281_processed.obj,0.1993084226584682,0.2672904922498968,0.0856277220986424,False,True,False
Carebara_diversa_CASENT0745681_processed.obj,0.1995910988504317,0.5326519284578153,0.0250023090333234,False,True,False
Crematogaster_stollii_CASENT0744210_processed.obj,0.1998316815750412,0.3549821286524643,0.1602636806929605,False,True,False
Bothriomyrmex_meridionalis_CASENT0745153_processed.obj,0.2000347849321477,0.3538648551791643,0.0196459304112147,False,True,False
Pheidole_midas_CASENT0744257_processed.obj,0.2000643502280646,0.4640378875953393,1.207101665887781,False,True,False
Pheidole_megacephala_CASENT0744847_processed.obj,0.2000713137125709,0.3611789308365524,0.7728400562836306,False,True,False
Ocymyrmex_sp._CASENT0744844_processed.obj,0.200292437569226,0.3979051728325246,0.7123334272626408,False,True,False
Temnothorax_sp._OKENT0105336_processed.obj,0.2004345368591718,0.3247887203254953,0.1182462032921047,True,True,False
Parasyscia_sp._cribrinodis_group_CASENT0709293_processed.obj,0.2006482080970775,0.3024917501961205,1.2165738057786757,False,True,False
Euponera_brunoi_CASENT0744943_processed.obj,0.2007703754080566,0.3182105608471205,2.474177799936982,False,True,False
Lordomyrma_idianale_CASENT0745651_processed.obj,0.2008121786444356,0.383170722499482,0.3149541575244162,False,True,False
Platythyrea_MG01_CASENT0840864-D4_processed.obj,0.2012417522671149,0.3633008639582922,0.1606888516405034,False,True,False
Tetramorium_semilaeve_CASENT0745233_processed.obj,0.2013646305358183,0.3731926072369024,2.3230507479425104,False,True,False
Cerapachys_sulcinodis_CASENT0745634_processed.obj,0.2017699193608336,0.3659539566702238,8.521078146188978,False,True,False
Carebara_trechideros_CASENT0877591_processed.obj,0.2021645406732574,0.4464161229377988,18.270497959444118,True,True,False
Camponotus_brutus_CASENT0744737_processed.obj,0.2023028643919051,0.3280006627573842,1.2808073237453217,False,True,False
Ectatomma_edentatum_CASENT0744559_processed.obj,0.2023841357384449,0.3694658585560992,0.3676363307883935,False,True,False
Colobopsis_sp._CASENT0877571_processed.obj,0.2026412947156007,0.3365084606202717,4.636318263194551,False,True,False
Odontomachus_meinerti_CASENT0744112_processed.obj,0.2030444767596461,0.4396434987490442,3.1605461417959746,False,True,False
Eciton_rapax_CASENT0744623_processed.obj,0.2030448345786104,0.4204039994024146,2.960580451714327,False,True,False
Tetramorium_simillimum_CASENT0744205_processed.obj,0.2033051930843533,0.3877164877445591,0.4951656903908717,False,True,False
Camponotus_sp._CASENT0744035_processed.obj,0.2038152527740413,0.343253458139091,6.234668347523343,False,True,False
